,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
96,139,A,P1,,,Østmarkveien 26F,0,0,Andre,Eldre,2000,0,0,10.445724,63.451774,True,False,False,False,False,True,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],"[ 9.13188571  8.8448      9.11634286 ... 10.59628571 10.51954286
 10.58314286]","[-22.82971429 -22.112      -22.79085714 ... -26.49071429 -26.29885714
 -26.45785714]",[0. 0. 0. ... 0. 0. 0.],0,0,2124.0,1274400.0,"[28.45868571 27.4816     27.70014286 ... 30.90948571 30.68014286
 29.87294286]",348000.0,30.0,46.0,250519.45239999998,169943.8185714286,0,267468.09,67977.52742857143,12598.106399999999,0.0,10.119,7.227857142857143,0,27.259999999999998,2.8911428571428566,0.0,0.0,15.153,10.82357142857143,0,41.410000000000004,4.32942857142857,0.0,0.0,Referansesituasjon
97,140,A,P1,,,Østmarkveien 26,0,0,Andre,Eldre,2000,0,0,10.446209,63.451881,True,True,False,False,False,True,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],"[ 9.13188571  8.8448      9.11634286 ... 10.59628571 10.51954286
 10.58314286]","[-22.82971429 -22.112      -22.79085714 ... -26.49071429 -26.29885714
 -26.45785714]",[0. 0. 0. ... 0. 0. 0.],0,0,2124.0,1274400.0,"[28.45868571 27.4816     27.70014286 ... 30.90948571 30.68014286
 29.87294286]",348000.0,30.0,46.0,250519.45239999998,169943.8185714286,0,267468.09,67977.52742857143,12598.106399999999,0.0,10.119,7.227857142857143,0,27.259999999999998,2.8911428571428566,0.0,0.0,15.153,10.82357142857143,0,41.410000000000004,4.32942857142857,0.0,0.0,Referansesituasjon
98,141,A,P1,,,Østmarkveien 26C,0,0,Andre,Eldre,2000,0,0,10.447303,63.451959,True,False,False,False,False,True,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],"[ 9.13188571  8.8448      9.11634286 ... 10.59628571 10.51954286
 10.58314286]","[-22.82971429 -22.112      -22.79085714 ... -26.49071429 -26.29885714
 -26.45785714]",[0. 0. 0. ... 0. 0. 0.],0,0,2124.0,1274400.0,"[28.45868571 27.4816     27.70014286 ... 30.90948571 30.68014286
 29.87294286]",348000.0,30.0,46.0,250519.45239999998,169943.8185714286,0,267468.09,67977.52742857143,12598.106399999999,0.0,10.119,7.227857142857143,0,27.259999999999998,2.8911428571428566,0.0,0.0,15.153,10.82357142857143,0,41.410000000000004,4.32942857142857,0.0,0.0,Referansesituasjon
99,142,A,P1,,,Østmarkveien 26B,0,0,Andre,Eldre,2000,0,0,10.447843,63.451992,True,False,False,False,False,True,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],"[ 9.13188571  8.8448      9.11634286 ... 10.59628571 10.51954286
 10.58314286]","[-22.82971429 -22.112      -22.79085714 ... -26.49071429 -26.29885714
 -26.45785714]",[0. 0. 0. ... 0. 0. 0.],0,0,2124.0,1274400.0,"[28.45868571 27.4816     27.70014286 ... 30.90948571 30.68014286
 29.87294286]",348000.0,30.0,46.0,250519.45239999998,169943.8185714286,0,267468.09,67977.52742857143,12598.106399999999,0.0,10.119,7.227857142857143,0,27.259999999999998,2.8911428571428566,0.0,0.0,15.153,10.82357142857143,0,41.410000000000004,4.32942857142857,0.0,0.0,Referansesituasjon
100,143,A,P1,,,Østmarkveien 26,0,0,Andre,Eldre,2000,0,0,10.448262,63.451855,True,True,False,False,False,True,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],"[ 9.13188571  8.8448      9.11634286 ... 10.59628571 10.51954286
 10.58314286]","[-22.82971429 -22.112      -22.79085714 ... -26.49071429 -26.29885714
 -26.45785714]",[0. 0. 0. ... 0. 0. 0.],0,0,2124.0,1274400.0,"[28.45868571 27.4816     27.70014286 ... 30.90948571 30.68014286
 29.87294286]",348000.0,30.0,46.0,250519.45239999998,169943.8185714286,0,267468.09,67977.52742857143,12598.106399999999,0.0,10.119,7.227857142857143,0,27.259999999999998,2.8911428571428566,0.0,0.0,15.153,10.82357142857143,0,41.410000000000004,4.32942857142857,0.0,0.0,Referansesituasjon
101,144,A,P1,,,Østmarkveien 28C,0,0,Andre,Eldre,2000,0,0,10.448161,63.452412,True,True,False,False,False,True,0,0,False,[31.9616 30.9568 31.9072 ... 37.087  36.8184 37.041 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],[30.378  29.4262 30.4124 ... 34.8862 34.9092 35.205 ],[1.5836 1.5306 1.4948 ... 2.2008 1.9092 1.836 ],[19.3268 18.6368 18.5838 ... 20.3132 20.1606 19.2898],"[ 9.13188571  8.8448      9.11634286 ... 10.59628571 10.51954286
 10.58314286]","[-22.82971429 -22.112      -22.79085714 ... -26.49071429 -26.29885714
 -26.45785714]",[0. 0. 0. ... 0. 0. 0.],0,0,2124.0,1274400.0,"[28.45868571 27.4816     27.70014286 ... 30.90948571 30.68014286
 29.87294286]",348000.0,30.0,46.0,250519.45239999998,169943.8185714286,0,267468.09,67977.52742857143,12598.106399999999,0.0,10.119,7.227857142857143,0,27.259999999999998,2.8911428571428566,0.0,0.0,15.153,10.82357142857143,0,41.410000000000004,4.32942857142857,0.0,0.0,Referansesituasjon
102,145,A,P1,,,Victoria Bachkes Vei 23,0,0,Andre,Eldre,1380,0,0,10.449376,63.450155,True,True,False,False,False,True,0,0,False,[22.053504 21.360192 22.015968 ... 25.59003  25.404696 25.55829 ],[13.335492 12.859392 12.822822 ... 14.016108 13.910814 13.309962],[20.96082  20.304078 20.984556 ... 24.071478 24.087348 24.29145 ],[1.092684 1.056114 1.031412 ... 1.518552 1.317348 1.26684 ],[13.335492 12.859392 12.822822 ... 14.016108 13.910814 13.309962],[6.30100114 6.102912   6.29027657 ... 7.31143714 7.25848457 7.30236857],"[-15.75250286 -15.25728    -15.72569143 ... -18.27859286 -18.14621143
 -18.25592143]",[0. 0. 0. ... 0. 0. 0.],0,0,1466.0,879600.0,"[19.63649314 18.962304   19.11309857 ... 21.32754514 21.16929857
 20.61233057]",240200.0,21.0,32.0,172858.42215600002,117261.23481428572,0,184552.9821,46904.49392571428,8692.693416000002,0.0,6.9821100000000005,4.987221428571429,0,18.8094,1.9948885714285716,0.0,0.0,10.45557,7.468264285714286,0,28.5729,2.9873057142857142,0.0,0.0,Referansesituasjon
103,146,A,P1,,,Østmarkveien 28D,0,0,Andre,Eldre,6140,0,0,10.447554,63.452576,True,False,False,False,False,True,0,0,False,[ 98.122112  95.037376  97.955104 ... 113.85709  113.032488 113.71587 ],[59.333276 57.214976 57.052266 ... 62.361524 61.893042 59.219686],[ 93.26046   90.338434  93.366068 ... 107.100634 107.171244 108.07935 ],[4.861652 4.698942 4.589036 ... 6.756456 5.861244 5.63652 ],[59.333276 57.214976 57.052266 ... 62.361524 61.893042 59.219686],"[28.03488914 27.153536   27.98717257 ... 32.53059714 32.29499657
 32.49024857]","[-70.08722286 -67.88384    -69.96793143 ... -81.32649286 -80.73749143
 -81.22562143]",[0. 0. 0. ... 0. 0. 0.],0,0,6522.0,3913200.0,"[87.36816514 84.368512   85.03943857 ... 94.89212114 94.18803857
 91.70993457]",1068500.0,93.0,140.0,769094.7188680001,521727.5230142856,0,821127.0362999999,208691.00920571428,38676.18664799997,0.0,31.065330000000003,22.18952142857143,0,83.6882,8.875808571428571,0.0,0.0,46.51971,33.22836428571429,0,127.12870000000001,13.291345714285711,0.0,0.0,Referansesituasjon
104,148,A,P1,,,Østmarkveien 22H,0,0,Andre,Eldre,160,0,0,10.448633,63.451336,True,True,False,False,False,True,0,0,False,[2.556928 2.476544 2.552576 ... 2.96696  2.945472 2.96328 ],[1.546144 1.490944 1.486704 ... 1.625056 1.612848 1.543184],[2.43024  2.354096 2.432992 ... 2.790896 2.792736 2.8164  ],[0.126688 0.122448 0.119584 ... 0.176064 0.152736 0.14688 ],[1.546144 1.490944 1.486704 ... 1.625056 1.612848 1.543184],[0.73055086 0.707584   0.72930743 ... 0.84770286 0.84156343 0.84665143],"[-1.82637714 -1.76896    -1.82326857 ... -2.11925714 -2.10390857
 -2.11662857]",[0. 0. 0. ... 0. 0. 0.],0,0,170.0,102000.0,[2.27669486 2.198528   2.21601143 ... 2.47275886 2.45441143 2.38983543],27800.0,2.0,4.0,20041.556192,13595.505485714284,0,21397.4472,5438.2021942857145,1007.8485120000003,0.0,0.80952,0.5782285714285714,0,2.1808,0.2312914285714286,0.0,0.0,1.21224,0.8658857142857143,0,3.3128,0.3463542857142857,0.0,0.0,Referansesituasjon
105,149,A,P1,,,Østmarkveien 22F,0,0,Andre,Eldre,178,0,0,10.448502,63.45142,True,False,False,False,False,True,0,0,False,[2.8445824 2.7551552 2.8397408 ... 3.300743  3.2768376 3.296649 ],[1.7200852 1.6586752 1.6539582 ... 1.8078748 1.7942934 1.7167922],[2.703642  2.6189318 2.7067036 ... 3.1048718 3.1069188 3.133245 ],[0.1409404 0.1362234 0.1330372 ... 0.1958712 0.1699188 0.163404 ],[1.7200852 1.6586752 1.6539582 ... 1.8078748 1.7942934 1.7167922],[0.81273783 0.7871872  0.81135451 ... 0.94306943 0.93623931 0.94189971],"[-2.03184457 -1.967968   -2.02838629 ... -2.35767357 -2.34059829
 -2.35474929]",[0. 0. 0. ... 0. 0. 0.],0,0,189.0,113400.0,[2.53282303 2.4458624  2.46531271 ... 2.75094423 2.73053271 2.65869191],31000.0,3.0,4.0,22296.231263600002,15124.999852857143,0,23804.66001,6049.999941142856,1121.2314696,0.0,0.9005909999999999,0.6432792857142857,0,2.4261399999999997,0.2573117142857142,0.0,0.0,1.348617,0.9632978571428571,0,3.68549,0.38531914285714286,0.0,0.0,Referansesituasjon
106,150,A,P1,,,Østmarkveien 22C,0,0,Andre,Eldre,266,0,0,10.448505,63.451574,True,True,False,False,False,True,0,0,False,[4.2508928 4.1172544 4.2436576 ... 4.932571  4.8968472 4.926453 ],[2.5704644 2.4786944 2.4716454 ... 2.7016556 2.6813598 2.5655434],[4.040274  3.9136846 4.0448492 ... 4.6398646 4.6429236 4.682265 ],[0.2106188 0.2035698 0.1988084 ... 0.2927064 0.2539236 0.244188 ],[2.5704644 2.4786944 2.4716454 ... 2.7016556 2.6813598 2.5655434],[1.2145408 1.1763584 1.2124736 ... 1.409306  1.3990992 1.407558 ],[-3.036352 -2.940896 -3.031184 ... -3.523265 -3.497748 -3.518895],[0. 0. 0. ... 0. 0. 0.],0,0,283.0,169800.0,[3.7850052 3.6550528 3.684119  ... 4.1109616 4.080459  3.9731014],46300.0,4.0,6.0,33319.08716920001,22602.527869999998,0,35573.25597,9041.011148,1675.5481511999997,0.0,1.3458269999999999,0.9613049999999999,0,3.62558,0.38452200000000003,0.0,0.0,2.015349,1.439535,0,5.50753,0.575814,0.0,0.0,Referansesituasjon
107,151,C,P1,,,Østmarkveien 22A,0,0,Andre,Eldre,330,0,0,10.448914,63.451471,True,False,False,False,False,True,0,0,False,[5.273664 5.107872 5.264688 ... 6.119355 6.075036 6.111765],[3.188922 3.075072 3.066327 ... 3.351678 3.326499 3.182817],[5.01237  4.855323 5.018046 ... 5.756223 5.760018 5.808825],[0.261294 0.252549 0.246642 ... 0.363132 0.315018 0.30294 ],[3.188922 3.075072 3.066327 ... 3.351678 3.326499 3.182817],[1.50676114 1.459392   1.50419657 ... 1.74838714 1.73572457 1.74621857],"[-3.76690286 -3.64848    -3.76049143 ... -4.37096786 -4.33931143
 -4.36554643]",[0. 0. 0. ... 0. 0. 0.],0,0,351.0,210600.0,[4.69568314 4.534464   4.57052357 ... 5.10006514 5.06222357 4.92903557],57400.0,5.0,8.0,41335.709645999996,28040.730064285715,0,44132.23484999999,11216.292025714287,2078.687556,0.0,1.669635,1.1925964285714286,0,4.4979,0.4770385714285714,0.0,0.0,2.500245,1.7858892857142856,0,6.83265,0.7143557142857144,0.0,0.0,Referansesituasjon
108,152,A,P1,,,Østmarkveien 40,0,0,Andre,Eldre,780,0,0,10.447684,63.4532,True,False,False,False,False,True,0,0,False,[12.465024 12.073152 12.443808 ... 14.46393  14.359176 14.44599 ],[7.537452 7.268352 7.247682 ... 7.922148 7.862634 7.523022],[11.84742  11.476218 11.860836 ... 13.605618 13.614588 13.72995 ],[0.617604 0.596934 0.582972 ... 0.858312 0.744588 0.71604 ],[7.537452 7.268352 7.247682 ... 7.922148 7.862634 7.523022],[3.56143543 3.449472   3.55537371 ... 4.13255143 4.10262171 4.12742571],"[ -8.90358857  -8.62368     -8.88843429 ... -10.33137857 -10.25655429
 -10.31856429]",[0. 0. 0. ... 0. 0. 0.],0,0,828.0,496800.0,"[11.09888743 10.717824   10.80305571 ... 12.05469943 11.96525571
 11.65044771]",135700.0,12.0,18.0,97702.58643600001,66278.08924285714,0,104312.5551,26511.235697142856,4913.261496000001,0.0,3.94641,2.8188642857142856,0,10.6314,1.1275457142857146,0.0,0.0,5.90967,4.221192857142857,0,16.149900000000002,1.6884771428571428,0.0,0.0,Referansesituasjon
109,153,A,P1,,,Østmarkveien 40,0,0,Andre,Eldre,781,0,0,10.447829,63.453439,True,True,False,False,False,True,0,0,False,[12.4810048 12.0886304 12.4597616 ... 14.4824735 14.3775852 14.4645105],[7.5471154 7.2776704 7.2569739 ... 7.9323046 7.8727143 7.5326669],[11.862609  11.4909311 11.8760422 ... 13.6230611 13.6320426 13.7475525],[0.6183958 0.5976993 0.5837194 ... 0.8594124 0.7455426 0.716958 ],[7.5471154 7.2776704 7.2569739 ... 7.9323046 7.8727143 7.5326669],[3.56600137 3.4538944  3.55993189 ... 4.13784957 4.10788149 4.13271729],"[ -8.91500343  -8.634736    -8.89982971 ... -10.34462393 -10.26970371
 -10.33179321]",[0. 0. 0. ... 0. 0. 0.],0,0,830.0,498000.0,"[11.11311677 10.7315648  10.81690579 ... 12.07015417 11.98059579
 11.66538419]",135900.0,12.0,18.0,97827.84616219999,66363.06115214285,0,104446.289145,26545.224460857142,4919.5605492,0.0,3.9514695,2.8224782142857143,0,10.64503,1.1289912857142856,0.0,0.0,5.917246499999999,4.226604642857142,0,16.170605000000002,1.6906418571428574,0.0,0.0,Referansesituasjon
110,154,A,P1,,,Østmarkveien ,0,0,Andre,Eldre,544,0,0,10.44852,63.453116,True,True,False,False,False,True,0,0,False,[ 8.6935552  8.4202496  8.6787584 ... 10.087664  10.0146048 10.075152 ],[5.2568896 5.0692096 5.0547936 ... 5.5251904 5.4836832 5.2468256],[8.262816  8.0039264 8.2721728 ... 9.4890464 9.4953024 9.57576  ],[0.4307392 0.4163232 0.4065856 ... 0.5986176 0.5193024 0.499392 ],[5.2568896 5.0692096 5.0547936 ... 5.5251904 5.4836832 5.2468256],[2.48387291 2.4057856  2.47964526 ... 2.88218971 2.86131566 2.87861486],"[-6.20968229 -6.014464   -6.19911314 ... -7.20547429 -7.15328914
 -7.19653714]",[0. 0. 0. ... 0. 0. 0.],0,0,578.0,346800.0,[7.74076251 7.4749952  7.53443886 ... 8.40738011 8.34499886 8.12544046],94700.0,8.0,12.0,68141.29105279999,46224.71865142857,0,72751.32048000001,18489.88746057143,3426.6849408,0.0,2.7523679999999997,1.9659771428571426,0,7.41472,0.7863908571428571,0.0,0.0,4.1216159999999995,2.9440114285714283,0,11.26352,1.1776045714285712,0.0,0.0,Referansesituasjon
111,155,A,P1,,,Østmarkveien ,0,0,Andre,Eldre,546,0,0,10.448812,63.453317,True,False,False,False,False,True,0,0,False,[ 8.7255168  8.4512064  8.7106656 ... 10.124751  10.0514232 10.112193 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[8.293194  8.0333526 8.3025852 ... 9.5239326 9.5302116 9.610965 ],[0.4323228 0.4178538 0.4080804 ... 0.6008184 0.5212116 0.501228 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[2.4930048 2.4146304 2.4887616 ... 2.892786  2.8718352 2.889198 ],[-6.232512 -6.036576 -6.221904 ... -7.231965 -7.179588 -7.222995],[0. 0. 0. ... 0. 0. 0.],0,0,580.0,348000.0,[7.7692212 7.5024768 7.562139  ... 8.4382896 8.375679  8.1553134],95000.0,8.0,12.0,68391.8105052,46394.662469999996,0,73018.78856999999,18557.864988,3439.2830471999987,0.0,2.762487,1.973205,0,7.44198,0.789282,0.0,0.0,4.136769,2.954835,0,11.30493,1.181934,0.0,0.0,Referansesituasjon
112,156,A,P1,,,Østmarkveien ,0,0,Andre,Eldre,546,0,0,10.448821,63.453542,True,True,False,False,False,True,0,0,False,[ 8.7255168  8.4512064  8.7106656 ... 10.124751  10.0514232 10.112193 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[8.293194  8.0333526 8.3025852 ... 9.5239326 9.5302116 9.610965 ],[0.4323228 0.4178538 0.4080804 ... 0.6008184 0.5212116 0.501228 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[2.4930048 2.4146304 2.4887616 ... 2.892786  2.8718352 2.889198 ],[-6.232512 -6.036576 -6.221904 ... -7.231965 -7.179588 -7.222995],[0. 0. 0. ... 0. 0. 0.],0,0,580.0,348000.0,[7.7692212 7.5024768 7.562139  ... 8.4382896 8.375679  8.1553134],95000.0,8.0,12.0,68391.8105052,46394.662469999996,0,73018.78856999999,18557.864988,3439.2830471999987,0.0,2.762487,1.973205,0,7.44198,0.789282,0.0,0.0,4.136769,2.954835,0,11.30493,1.181934,0.0,0.0,Referansesituasjon
113,158,A,P1,,,Østmarkveien 26F,2984054,Bo- og behandlingssenter,Sykehjem,Eldre,352,0,2,10.445739,63.451703,True,False,False,False,False,True,0,0,False,[7.392 7.392 7.392 ... 8.096 7.744 7.744],[2.816 2.816 2.816 ... 3.52  3.168 3.168],[6.688 6.688 6.688 ... 7.04  7.04  7.04 ],[0.704 0.704 0.704 ... 1.056 0.704 0.704],[2.816 2.816 2.816 ... 3.52  3.168 3.168],[2.112      2.112      2.112      ... 2.31314286 2.21257143 2.21257143],"[-5.28       -5.28       -5.28       ... -5.78285714 -5.53142857
 -5.53142857]",[0. 0. 0. ... 0. 0. 0.],0,0,503.0,301800.0,[4.928      4.928      4.928      ... 5.83314286 5.38057143 5.38057143],53400.0,6.0,6.0,59474.272000000004,40267.04,0,34158.08,16106.816,3100.4159999999974,0.0,3.872,2.7657142857142856,0,4.576,1.1062857142857143,0.0,0.0,4.928,3.52,0,4.928,1.408,0.0,0.0,Referansesituasjon
114,160,A,P1,,,Sjømannsveien 21A,2987440,Annen bygning for bofellesskap,Sykehjem,Eldre,2232,0,5,10.442713,63.450953,True,True,False,False,False,True,0,0,False,[46.872 46.872 46.872 ... 51.336 49.104 49.104],[17.856 17.856 17.856 ... 22.32  20.088 20.088],[42.408 42.408 42.408 ... 44.64  44.64  44.64 ],[4.464 4.464 4.464 ... 6.696 4.464 4.464],[17.856 17.856 17.856 ... 22.32  20.088 20.088],"[13.392      13.392      13.392      ... 14.66742857 14.02971429
 14.02971429]","[-33.48       -33.48       -33.48       ... -36.66857143 -35.07428571
 -35.07428571]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],3192.0,1915200.0,"[31.248      31.248      31.248      ... 36.98742857 34.11771429
 34.11771429]",290600.0,14.0,11.0,377120.952,255329.63999999998,0,216593.28,102131.85600000001,19659.45599999999,47758.98845283246,24.552,17.537142857142857,0,29.016,7.014857142857142,0.0,21.997951416,31.247999999999998,22.32,0,31.248,8.927999999999997,0.0,29.04725916,Referansesituasjon
115,161,A,P1,,,Østmarkveien 28U,2987456,Barnehage,Barnehage,Eldre,410,0,2,10.444561,63.451796,True,False,False,False,False,True,0,0,False,[5.33 5.33 5.33 ... 6.97 6.15 6.56],[1.64 2.05 2.05 ... 1.64 1.64 1.64],[4.92 4.92 4.92 ... 6.56 5.74 6.15],[0.41 0.41 0.41 ... 0.41 0.41 0.41],[1.64 2.05 2.05 ... 1.64 1.64 1.64],[1.52285714 1.52285714 1.52285714 ... 1.99142857 1.75714286 1.87428571],"[-3.80714286 -3.80714286 -3.80714286 ... -4.97857143 -4.39285714
 -4.68571429]",[0. 0. 0. ... 0. 0. 0.],0,0,396.0,237600.0,[3.16285714 3.57285714 3.57285714 ... 3.63142857 3.39714286 3.51428571],44000.0,2.0,7.0,46885.14,31709.692857142858,0,28837.759999999995,12683.877142857144,2491.5699999999997,0.0,0.8200000000000001,0.5857142857142857,0,1.6400000000000001,0.23428571428571432,0.0,0.0,2.87,2.05,0,6.5600000000000005,0.8200000000000003,0.0,0.0,Referansesituasjon
116,163,A,P1,,,Østmarkveien 26,2987693,Andre småhus m/3 boliger el fl,Hus,Eldre,388,0,3,10.448255,63.451866,True,True,False,False,False,True,0,0,False,[ 7.372  5.82   6.984 ... 10.088  9.312  9.312],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[6.984 5.82  6.984 ... 9.312 8.536 8.924],[0.388 0.    0.    ... 0.776 0.776 0.388],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[2.10628571 1.66285714 1.99542857 ... 2.88228571 2.66057143 2.66057143],"[-5.26571429 -4.15714286 -4.98857143 ... -7.20571429 -6.65142857
 -6.65142857]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],510.0,306000.0,[3.65828571 2.82685714 2.77142857 ... 5.59828571 4.98857143 4.60057143],16400.0,-4.0,-7.0,57166.367999999995,40833.119999999995,0,13915.232000000002,16333.247999999998,0.0,13836.982914948478,2.3280000000000003,1.662857142857143,0,1.552,0.6651428571428573,0.0,6.373361073333334,2.3280000000000003,1.662857142857143,0,1.164,0.6651428571428573,0.0,8.415723233333335,Referansesituasjon
117,164,A,P1,,,Østmarkveien 26,2987694,Andre småhus m/3 boliger el fl,Hus,Eldre,388,0,3,10.44784,63.451996,True,True,False,False,False,True,0,0,False,[ 7.372  5.82   6.984 ... 10.088  9.312  9.312],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[6.984 5.82  6.984 ... 9.312 8.536 8.924],[0.388 0.    0.    ... 0.776 0.776 0.388],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[2.10628571 1.66285714 1.99542857 ... 2.88228571 2.66057143 2.66057143],"[-5.26571429 -4.15714286 -4.98857143 ... -7.20571429 -6.65142857
 -6.65142857]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],510.0,306000.0,[3.65828571 2.82685714 2.77142857 ... 5.59828571 4.98857143 4.60057143],16400.0,-4.0,-7.0,57166.367999999995,40833.119999999995,0,13915.232000000002,16333.247999999998,0.0,13836.982914948478,2.3280000000000003,1.662857142857143,0,1.552,0.6651428571428573,0.0,6.373361073333334,2.3280000000000003,1.662857142857143,0,1.164,0.6651428571428573,0.0,8.415723233333335,Referansesituasjon
118,165,A,P1,,,Østmarkveien 26E,2987698,Bo- og behandlingssenter,Sykehjem,Eldre,424,0,2,10.446325,63.451778,True,True,False,False,False,True,0,0,False,[8.904 8.904 8.904 ... 9.752 9.328 9.328],[3.392 3.392 3.392 ... 4.24  3.816 3.816],[8.056 8.056 8.056 ... 8.48  8.48  8.48 ],[0.848 0.848 0.848 ... 1.272 0.848 0.848],[3.392 3.392 3.392 ... 4.24  3.816 3.816],[2.544      2.544      2.544      ... 2.78628571 2.66514286 2.66514286],"[-6.36       -6.36       -6.36       ... -6.96571429 -6.66285714
 -6.66285714]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],606.0,363600.0,[5.936      5.936      5.936      ... 7.02628571 6.48114286 6.48114286],41600.0,-4.0,-6.0,71639.464,48503.48,0,41144.96,19401.392000000003,3734.591999999997,22681.240035843373,4.664,3.331428571428571,0,5.512,1.3325714285714287,0.0,10.447055780000001,5.936,4.24,0,5.936,1.6959999999999997,0.0,13.7948453,Referansesituasjon
119,166,A,P1,,,Østmarkveien 28C,2987699,Stort frittliggende boligbygg på 2 etg.,Hus,Eldre,510,0,3,10.448162,63.452415,True,True,False,False,False,True,0,0,False,[ 9.69  7.65  9.18 ... 13.26 12.24 12.24],[2.04 1.53 1.02 ... 3.57 3.06 2.55],[ 9.18  7.65  9.18 ... 12.24 11.22 11.73],[0.51 0.   0.   ... 1.02 1.02 0.51],[2.04 1.53 1.02 ... 3.57 3.06 2.55],[2.76857143 2.18571429 2.62285714 ... 3.78857143 3.49714286 3.49714286],"[-6.92142857 -5.46428571 -6.55714286 ... -9.47142857 -8.74285714
 -8.74285714]",[0. 0. 0. ... 0. 0. 0.],0,[-0. -0. -0. ... -0. -0. -0.],671.0,402600.0,[4.80857143 3.71571429 3.64285714 ... 7.35857143 6.55714286 6.04714286],21600.0,-5.0,-9.0,75141.35999999999,53672.4,0,18290.64,21468.96,0.0,18187.786821195157,3.06,2.185714285714286,0,2.04,0.8742857142857141,0.0,8.377356050000001,3.06,2.185714285714286,0,1.53,0.8742857142857141,0.0,11.061904250000001,Referansesituasjon
